"brand","sku","product_name","supplier_cost","product_description_html"
"Columbia Tools","4BH","Columbia 48"" 180-Grip Flat Box Handle",130.59,"<p>The New 48"" Feather Weight 180º handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminate the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns.</p> <p>These handles feature strong billet aluminum design with black metal anodizing, and laser engraving. Everything you want in a box handle combined with a feather weight, large diameter (1 1/4"" diameter) tube - helps you achieve the perfect balance, and perfect finish.</p> <p>Features:</p> <ul> <li>Feather Weight - Lightest Box Handles AroundClamp style 180 brake is simple and more durable than pinch brakes</li> <li>Strong billet aluminum design with black anodizing, and laser engraving</li> <li>Feather weight large diameter (1.25in) tube design for perfect balance and desired pressure point</li> <li>Additional braking, control, and range of motion versus competitor handles</li> <li>Compatible with all leading brand boxes (Excluding TapeWorm).</li> <li>48"" Feather Weight 180-Grip is ideal for all-around wall work, butt joints, and ceilings</li> </ul>"
"Columbia Tools","4DF","Columbia 4"" Direct Corner Flusher",87.44,"<p>Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p> <p>FEATURES:</p> <ul> <li>Precision hand ground and set</li> <li>5 designs: 2.5″, 3″, 3.5″, 4″ and wide track</li> <li>Wheels come standard</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","55FBB","Columbia 5.5"" Fat Boy Flat Box",269.07,"<p>Columbia 5.5"" Fat Boy Flat Box</p>"
"Columbia Tools","55FFB","Columbia 5.5"" Flat Finishing Box",252.99,"<p>Columbia offers the widest range of high quality Flat Boxes in the world. From our 5.5” specialty box to our 14” they are all star performers. Well-built and fine-tuned to offer great flat joints for years. We have been being told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Flat Box we make exceeds your expectations.</p> <p>Features:</p> <ul> <li>Available in 5.5″, 7″, 8″, 10″, 12″ and now 14″ sizes</li> <li>Manual sweeping grip for tight spaces when you cannot actuate the box handle (not on the 5.5″ box)</li> <li>Bead wheel protects axel from wear while running box on bead</li> <li>Hand made from U.S. billet aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","5BBH","Columbia 60"" 180-Grip Bent Flat Box Handle",158.12,"<p>Columbia 60"" 180-Grip Bent Box Handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminates the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. The bent handle design adds necessary leverage in all situations, and truly excels on butt-joints and headers.&nbsp;</p> <p>Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns. Everything you want in a box handle. Bent handle ergonomics combined with a standard 3/4"" tube - helps you achieve the perfect balance, and perfect finish with less effort.</p> <p>Features:</p> <ul> <li>Bent ergonomic design increases leverage and requires less effort to push</li> <li>Clamp style 180 brake is simple and more durable than pinch brakes</li> <li>Strong billet aluminum design with black anodizing, and laser engraving</li> <li>Additional braking, control, and range of motion versus competitor handles</li> <li>Compatible with all leading brand boxes (Excluding TapeWorm).</li> <li>60"" 180-Grip Bent Box Handle is ideal for butt joints, headers and ceilings</li> </ul>"
"Columbia Tools","5BH","Columbia 60"" 180-Grip Flat Box Handle",132.32,"<p>The New 60"" Feather Weight 180º handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminate the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns.</p> <p>These handles feature strong billet aluminum design with black metal anodizing, and laser engraving. Everything you want in a box handle combined with a feather weight, large diameter (1 1/4"" diameter) tube - helps you achieve the perfect balance, and perfect finish.</p> <p>Features:</p> <ul> <li>Feather Weight - Lightest Box Handles AroundClamp style 180 brake is simple and more durable than pinch brakes</li> <li>Strong billet aluminum design with black anodizing, and laser engraving</li> <li>Feather weight large diameter (1.25in) tube design for perfect balance and desired pressure point</li> <li>Additional braking, control, and range of motion versus competitor handles</li> <li>Compatible with all leading brand boxes (Excluding TapeWorm).</li> <li>60"" Feather Weight 180-Grip is ideal for headers, butt joints, and ceilings</li> </ul>"
"Columbia Tools","6BBH","Columbia 72"" 180-Grip Bent Flat Box Handle",159.84,"<p>Columbia 72"" 180-Grip Bent Box Handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminates the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. The bent handle design adds necessary leverage in all situations, and truly excels on butt-joints and headers.&nbsp;</p> <p>Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns. Everything you want in a box handle. Bent handle ergonomics combined with a standard 3/4"" tube - helps you achieve the perfect balance, and perfect finish with less effort.</p> <p>Features:</p> <ul> <li>Bent ergonomic design increases leverage and requires less effort to push</li> <li>Clamp style 180 brake is simple and more durable than pinch brakes</li> <li>Strong billet aluminum design with black anodizing, and laser engraving</li> <li>Additional braking, control, and range of motion versus competitor handles</li> <li>Compatible with all leading brand boxes (Excluding TapeWorm).</li> <li>72"" 180-Grip Bent Box Handle is ideal for butt joints, headers and high ceilings</li> </ul>"
"Columbia Tools","6BH","Columbia 72"" 180-Grip Featherweight Flat Box Handle",134.04,"<p>Columbia 72"" 180-Grip Featherweight Flat Box Handle</p>"
"Columbia Tools","7CFB","Columbia 7″ Throttle Box",210.29,"<p>The 7″ Throttle Box is another great product of ours that offers years of great performance. All billet construction with a threaded stainless steel ball, this Corner Box looks and operates seamlessly. All our Corner Boxes now come standard with automatic capabilities, making pushing the box at least 50% easier than standard boxes. The new springs have adjustable tensions and greatly reduce the occurence of air pockets while running. The Throttle Box allows the corners to be quickly coated with your choice of angle head or applicator head. *Patent Pending</p> <p>Features:</p> <ul> <li>Available in 7″ and 8″ sizes</li> <li>New spring tension allows for 50% easier push</li> <li>Hand made from U.S. billet aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> <li>Patent Pending</li> </ul>"
"Columbia Tools","7FFB","Columbia 7"" Flat Finishing Box",255.24,"<p>Columbia Taping Tools 7"" Hinged Drywall Flat Finisher Box&nbsp;features precision joint compound metering adjustment for top quality finish surfaces on drywall butt joints and flat seams. Integrated door axle and pressure plate system allows smooth, easy operation and quick access for easy cleanup! New, ultra-reliable door plate wiper resists expansion or deterioration, for long-term ease of operation and greater reliability.</p> <p>7"" Hinged Drywall Flat Finisher Box by Columbia Taping Tools has a new improved wiper on the pressure plate, combined with a smooth pivoting hinge axle, making this one of the easiest drywall flat finisher boxes to operate when finishing drywall butt joints and flat seams. 7"" Hinged Flat Box by Columbia Taping Tools is an excellent choice for base coating tape seams.</p>"
"Columbia Tools","8CFB","Columbia 8″ Throttle Box",227.37,"<p>The 8″ Throttle Box is another great product of ours that offers years of great performance. All billet construction with a threaded stainless steel ball, this Corner Box looks and operates seamlessly. All our Corner Boxes now come standard with automatic capabilities, making pushing the box at least 50% easier than standard boxes. The new springs have adjustable tensions and greatly reduce the occurence of air pockets while running. The Throttle Box allows the corners to be quickly coated with your choice of angle head or applicator head. *Patent Pending</p> <p>&nbsp;Features:</p> <ul> <li>Available in 7″ and 8″ sizes</li> <li>New spring tension allows for 50% easier push</li> <li>Hand made from U.S. billet aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> <li>Patent Pending</li> </ul>"
