sku,field,before,after,protected_field
COL-COMBO-FLUSHER,Meta: _dtb_display_category_key,corner_tools,semi_corner_flushers,false
COL-COMBO-FLUSHER,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Corner+Flushers&amp;schematic=columbia-combo-flusher,/schematics?brand=columbia-taping-tools&category=Corner+Flushers&schematic=columbia-combo-flusher,false
COL-COMPOUND-TUBE,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Tubes,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,false
COL-COMPOUND-TUBE,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
COL-COMPOUND-TUBE,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
COL-COMPOUND-TUBE,Meta: _dtb_display_category_key,compound_tubes,semi_compound_tubes,false
COL-COMPOUND-TUBE,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Compound+Tubes&amp;schematic=columbia-compound-tube,/schematics?brand=columbia-taping-tools&category=Compound+Tubes&schematic=columbia-compound-tube,false
COL-DIRECT-FLUSHER,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,false
COL-DIRECT-FLUSHER,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
COL-DIRECT-FLUSHER,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
COL-DIRECT-FLUSHER,Meta: _dtb_display_category_key,corner_tools,semi_corner_flushers,false
COL-DIRECT-FLUSHER,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Corner+Flushers&amp;schematic=columbia-direct-corner-flusher,/schematics?brand=columbia-taping-tools&category=Corner+Flushers&schematic=columbia-direct-corner-flusher,false
COL-FAT-BOY-FLAT-BOX,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
COL-FAT-BOY-FLAT-BOX,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
COL-FAT-BOY-FLAT-BOX,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
COL-FAT-BOY-FLAT-BOX,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
COL-FLAT-FINISHER-BOX,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
COL-FLAT-FINISHER-BOX,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
COL-FLAT-FINISHER-BOX,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
COL-FLAT-FINISHER-BOX,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
COL-FLAT-FINISHER-BOX,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Finishing+Boxes&amp;schematic=columbia-flat-box,/schematics?brand=columbia-taping-tools&category=Finishing+Boxes&schematic=columbia-flat-box,false
COL-GOOSENECK,Categories,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,Taping & Finishing Tools > Automatic Taping Tools > Goosenecks & Box Fillers,false
COL-GOOSENECK,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
COL-GOOSENECK,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
COL-GOOSENECK,Meta: _dtb_display_category_key,pumps,automatic_goosenecks_box_fillers,false
COL-GOOSENECK,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Pumps&amp;schematic=columbia-gooseneck-adapter,/schematics?brand=columbia-taping-tools&category=Pumps&schematic=columbia-gooseneck-adapter,false
COL-HOT-MUD-PUMP,Categories,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,false
COL-HOT-MUD-PUMP,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
COL-HOT-MUD-PUMP,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
COL-HOT-MUD-PUMP,Meta: _dtb_display_category_key,pumps,automatic_loading_pumps,false
COL-MATRIX-FLAT-BOX-HANDLE,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
COL-MATRIX-FLAT-BOX-HANDLE,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
COL-MATRIX-FLAT-BOX-HANDLE,Meta: _dtb_category_key,handles,automatic_taping_tools,false
COL-MATRIX-FLAT-BOX-HANDLE,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
COL-NAIL-SPOTTER,Categories,Drywall Finishing Tools > Automatic Taping Tools > Nail Spotters,Taping & Finishing Tools > Automatic Taping Tools > Nail Spotters,false
COL-NAIL-SPOTTER,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
COL-NAIL-SPOTTER,Meta: _dtb_category_key,taping,automatic_taping_tools,false
COL-NAIL-SPOTTER,Meta: _dtb_display_category_key,nail_spotters,automatic_nail_spotters,false
