Brand,Product Name,SKU,Product Price,Product Description
Magnum Tool,Magnum Tool (formerly SurPro) Accessory for TOPP5A (SURP-TOPP5A-A),TOPP5A-A,9,Magnum Tool (formerly SurPro) Accessory for TOPP5A (SURP-TOPP5A-A) Acoustic Suspended Ceiling Installation Tools Accessories
Magnum Tool,"Magnum Tool (formerly SurPro) Acoustic Ceiling Grid Clamp, Lever Action, Rubber Tipped (SURP-CLR01)",CLR01,1.8,Magnum Tool (formerly SurPro) Acoustic Ceiling Grid Clamp
Magnum Tool,"Magnum Tool (formerly SurPro) Acoustic Ceiling Grid Clamps, Lever Action, Rubber Tipped - Box of 48 (SURP-CLR01)",CLR01-48,76.8,Magnum Tool (formerly SurPro) Acoustic Ceiling Grid Clamp
Magnum Tool,Magnum Tool (formerly SurPro) Adapter for TOPP5A (SURP-TOPP5),TOPP5,34,"Magnum Tool (formerly SurPro) Adapter for TOPP5A Lag Pole for Suspended Ceiling, Acoustic Ceiling, and Drop Ceiling Installation. Find all the Tools and Supplies you need at Wall Tools!"
Magnum Tool,Magnum Tool (formerly SurPro) Adjustment Clip for Lag Poles (SURP-TOPP3),TOPP3,7,"Magnum Tool (formerly SurPro) Lag Pole Adjustment Clip, acoustic ceiling grid tools, ceiling tools, acoustic ceiling grid accessories"
Magnum Tool,Magnum Tool (formerly SurPro) Cornerbead Crimper Repair Kit,RECB01,11.25,The Magnum Tool (formerly SurPro) Cornerbead Tool Repair Kit is designed for the cornerbead tool (Models BEC114 and BEC118).
Magnum Tool,Magnum Tool (formerly SurPro) Hex Head Attachment for Lag Poles (SURP-TOPP8),TOPP8,29,Magnum Tool (formerly SurPro) Hex Head Attachment for Lag Poles (SURP-TOPP8)
Magnum Tool,Magnum Tool (formerly SurPro) Installation Head for Pre-Tied Lags (SURP-TOPP4),TOPP4,47,"Magnum Tool (formerly SurPro) Wire Tying Head (fits all SurPro Lag Poles), lag poles, ceiling grid tools, acoustic ceiling grid tools"
Magnum Tool,Magnum Tool (formerly SurPro) Installation Tool for Bar Joist Clip (SURP-TOPP5A),TOPP5A,45,Magnum Tool (formerly SurPro) Installation Tool for Bar Joist Clip
Magnum Tool,Magnum Tool (formerly SurPro) Lag Pole Drill Attachment for TOP123 & TOP18 (SURP-TOPP218),TOPP218,29,Magnum Tool (formerly SurPro) Lag Pole Drill Attachment for TOP123 & TOP18 (SURP-TOPP218)
Magnum Tool,Magnum Tool (formerly SurPro) Lag Pole Drill Attachment for TOP6 & TOP12 (SURP-TOPP212),TOPP212,29,Magnum Tool (formerly SurPro) Lag Pole Drill Attachment for TOP6 & TOP12 (SURP-TOPP212) Suspended Ceiling and Acoustic Ceiling Installation Tools
Magnum Tool,Magnum Tool (formerly SurPro) Lag Screw Driver (SURP-DRL01),DRL01,4.6,Magnum Tool (formerly SurPro) Lag Screw Driver
Magnum Tool,Magnum Tool (formerly SurPro) One-Way Hand Rivet Tool (SURP-RIH1-T),RIH1T,12.99,Magnum Tool (formerly SurPro) One-Way Hand Rivet Tool Includes a variety of rivets. Comfortable PVC handle. Total length is 10 inches.
Magnum Tool,Magnum Tool (formerly SurPro) Replacement Head for Lag Poles (SURP-TOPP1),TOPP1,29,Magnum Tool (formerly SurPro) Lag Pole Replacement Head
Magnum Tool,Magnum Tool (formerly SurPro) Replacement Plate for DOR02 (SURP-DOR02-P),DOR02-P,60,Magnum Tool (formerly SurPro) Replacement Plate for DOR02 Drywall Cart
Magnum Tool,"Magnum Tool (formerly SurPro) Residential Drywall Dolly w/ Skid Plate & Non-Marking Casters, 2 swivel, 2 locking (SURP-DOR04)",DOR03,565,"Magnum Tool (formerly SurPro) Residential Drywall Dolly w/ Skid Plate & Non-Marking Casters, 2 swivel, 2 locking (SURP-DOR04) Residential Drywall Dolly w Skid Plate & Non-Marking Casters, 2 swivel, 2 locking"
Magnum Tool,Magnum Tool (formerly Surpro) Telescopic Lag Pole Drill Adaptor Head (SURP-TOV2H),TOV2H,42,Surpro Telescopic Lag Pole Drill Adaptor Head
Magnum Tool,"Magnum Tool (formerly SurPro) Telescopic Lag Pole, 3' - 6' (SURP-TOP6)",TOP6,140.5,Magnum Tool (formerly SurPro) Telescopic Lag Pole 3' - 6' for Acoustic/Suspended/Drop Ceiling Installations
Magnum Tool,"Magnum Tool (formerly SurPro) Telescopic Lag Pole, 4' - 8' - 12' (SURP-TOP123)",TOP123,175,Magnum Tool (formerly SurPro) Telescopic Lag Pole 4' - 8' - 12'
Magnum Tool,"Magnum Tool (formerly SurPro) Telescopic Lag Pole, 6' - 12' (SURP-TOP12)",TOP12,157,Magnum Tool (formerly SurPro) Telescopic Lag Pole 6' - 12'
Magnum Tool,"Magnum Tool (formerly SurPro) XL Commercial Drywall Cart w/ Non-Marking Casters, 2 swivel, 2 locking (SURP-DOA3200)",DOA3200,565,"Magnum Tool (formerly SurPro) XL Commercial Drywall Cart w/ Non-Marking Casters, 2 swivel, 2 locking (SURP-DOA3200) XL Commercial Drywall Cart w/ Non-Marking Casters, 2 swivel, 2 locking"
Magnum Tool,"Magnum Tool (SurPro) 1/4"" x 2-9/16"" Shank Magnetic Nutsetter (SURP-SEN14L)",SEN14L,2.05,"Magnum Tool is now the place to find all your former SurPro tool favorites, like the Magnetic Nutsetter!"
Magnum Tool,"Magnum Tool 3-1/4"", 2"" Threaded Eye-Lag Screw with Self Drilling Point - 1,000 Pack (SURP-SCSD2)",SCSD2,158,"Magnum Tool (formerly Surpro) 3-1/4"", 2"" threaded eye-lag self drilling point"
Magnum Tool,Magnum Tool Rotary 80 Grit Sanding Discs for Porter Cable 7800 Drywall Sander (5 Pack),DIS080,18.95,Keep your favorite Porter Cable Drywall Sander running at peak performance with Magnum Tool (formerly SurPro) Rotary 80 Grit Sanding Discs for Porter Cable 7800 Drywall Sander (5 Pack).
Magnum Tool,"Magnum Tool Telescopic Lag Pole,  6' - 12' - 18' (SURP-TOP18)",TOP18,195,Magnum Tool (formerly Surpro) Telescopic Lag Pole 6' - 12' - 18'
Marshalltown,Marshalltown  11 X 4 1/2 Nu-Pride Carbon Steel Drywall Trowel,MARS-90S,12,"The Marshalltown 11 X 4 1/2 Nu-Pride Drywall Trowel features aluminum mounting with a tempered, carbon steel blade and durable plastic handle."
Marshalltown,"Marshalltown 1 1/2"" Chisel Knife w/Rosewood Handle",MARS-M7152,14.25,"The Marshalltown 1 1/2"" Chisel Knife w/Rosewood Handle features blade that has been heat treated, hardened, tempered, and annealed for an even hardness and durability."
Marshalltown,"Marshalltown 1 1/2"" Sidearm Flat Commercial Grade Stainless Steel Seam Roller-DuraSoft Handle (MARS-E226D)",MARS-E226D,27.23,"Marshalltown 1 1/2"" Sidearm Flat Commercial Grade Stainless Steel Seam Roller-DuraSoft Handle"
Marshalltown,Marshalltown 1 1/4 in. Cornerbead Tool,MARS-CB370,63.53,"The Marshalltown 1 1/4 in. Cornerbead Tool will crimp the cornerbead tightly and accurately into place, as well as help to center the cornerbead for best mud distribution."
Marshalltown,"Marshalltown 1"" Flat Professional Solid Maple Seam Roller-DuraSoft Handle (MARS-E98D)",MARS-E98D,8.47,"Marshalltown 1"" Flat Professional Solid Maple Seam Roller-DuraSoft Handle"
Marshalltown,Marshalltown 10 X 10 Aluminum Hawk - DuraSoft Handle,MARS-3D,29.07,"The Marshalltown 10 X 10 Aluminum Hawk - DuraSoft Handle is made from lightweight, durable aluminum with handle and sponge callus preventer for optimum comfort."
Marshalltown,Marshalltown 10 X 10 Magnesium Hawk - DuraSoft Handle,MARS-5207D,42.75,"The Marshalltown 10 X 10 Magnesium Hawk - DuraSoft Handle is made from lightweight, durable magnesium with handle and sponge callus preventer for optimum comfort."
Marshalltown,"Marshalltown 10"" Blue Steel Taping Knife w/DuraSoft Handle",MARS-3510D,14.85,"Marshalltown 10"" Blue Steel Taping Knife w/DuraSoft Handle features tempered, premium Blue Steel blade with aluminum backing plate. Also features a tapered blade for corner work."
Marshalltown,"Marshalltown 10"" Blue Steel Taping Knife w/DuraSoft II Handle",MARS-4510D,10,"The Marshalltown 10"" Blue Steel Taping Knife w/DuraSoft II Handle features premium tempered Blue Steel blade with rigid alloy backer for maximum durability."
Marshalltown,"Marshalltown 10"" Stainless Steel Taping Knife w/DuraSoft Handle",MARS-3510SD,19.82,"Marshalltown 10"" Stainless Steel Taping Knife w/DuraSoft Handle features tempered, premium stainless steel blade with aluminum backing plate. Also features a tapered blade for corner work."
Marshalltown,"Marshalltown 10"" Stainless Steel Taping Knife w/DuraSoft Handle (MARS-4510SD)",MARS-4510SD,14.72,"Marshalltown 10"" Stainless Steel Taping Knife w/DuraSoft Handle (MARS-4510SD) features tempered, premium stainless steel blade with aluminum backing plate. Also features a tapered blade for corner work."
Marshalltown,Marshalltown 100 Grit Die-Cut Sandpaper (10 Pack),MARS-919,5.27,The Marshalltown 100 Grit Die-Cut Sandpaper (10 Pack) is designed to fit all Marshalltown sanders and similar sanders. Made in the USA.
Marshalltown,Marshalltown 100 Grit Die-Cut Sandpaper (100 Pack),MARS-811,34.23,The Marshalltown 100 Grit Die-Cut Sandpaper (100 Pack) is designed to fit all Marshalltown sanders and similar sanders. Made in the USA.
Marshalltown,"Marshalltown 11 1/2 X 4 3/4 PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ DuraSoft Handle",MARS-4GSFPD,62.37,"The Marshalltown 11 1/2 in. X 4 3/4 in. PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ DuraSoft Handle is guaranteed to maintain its shape while ensuring a professional quality finish to any drywall project."
Marshalltown,"Marshalltown 11 1/2 X 4 3/4 PermaShape ""Flat"" Stainless Steel Finishing Trowel w/ DuraSoft Handle",MARS-4SSFPD,61.23,"The Marshalltown 11 1/2 in. X 4 3/4 in. PermaShape ""Flat"" Stainless Steel Finishing Trowel w/ DuraSoft Handle is guaranteed to maintain its shape while ensuring a professional quality finish to any drywall project."
Marshalltown,Marshalltown 11 3/4 X 3 3/4 Venetian Plastering Trowel-DuraSoft Handle  (MARS-MXS11SSD),MARS-MXS11SSD,57.97,Marshalltown 11 3/4 X 3 3/4 Venetian Plastering Trowel-DuraSoft Handle
Marshalltown,Marshalltown 11 3/4 X 3 3/4 Venetian Plastering Trowel-Wood Handle  (MARS-MXS11SS),MARS-MXS11SS,53.62,Marshalltown 11 3/4 X 3 3/4 Venetian Plastering Trowel-Wood Handle
Marshalltown,Marshalltown 11 X 4 1/2 Drywall Trowel w/Curved DuraSoft Handle,MARS-12SD,45.1,The Marshalltown 11 in. X 4 1/2 in. Drywall Trowel with Curved DuraSoft Handle promises a professional finish to any drywall project.
Marshalltown,Marshalltown 11 X 4 1/2 Drywall Trowel w/Straight Wood Handle,MARS-12,40.38,The Marshalltown 11 X 4 1/2 Drywall Trowel w/Straight Wood Handle features a high carbon steel blade that is slightly concave for feathering mud joints.
Marshalltown,"Marshalltown 11 X 4 1/2 PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ DuraSoft Handle",MARS-1GSFPD,62.27,"The Marshalltown 11 in. X 4 1/2 in. PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ DuraSoft Handle is guaranteed to maintain its shape while ensuring a professional quality finish to any drywall project."
Marshalltown,"Marshalltown 11 X 4 1/2 PermaShape ""Flat"" Stainless Steel Finishing Trowel w/ DuraSoft Handle",MARS-1SSFPD,64.13,"The Marshalltown 11 in. X 4 1/2 in. PermaShape ""Flat"" Stainless Steel Finishing Trowel w/ DuraSoft Handle is guaranteed to maintain its shape while ensuring a professional quality finish to any drywall project."
Marshalltown,Marshalltown 11 X 4 1/2 SS Drywall Trowel w/DuraSoft Handle,MARS-12SSD,58.13,The Marshalltown 11 in. X 4 1/2 in. Stainless Steel Drywall Trowel with DuraSoft Handle allows you to easily feather mud for perfectly smooth drywall joints and repair jobs.
Marshalltown,Marshalltown 11 X 4 1/2 SS Drywall Trowel w/Straight Wood Handle,MARS-12SS,53.18,The Marshalltown 11 in. X 4 1/2 in. Stainless Steel Drywall Trowel with Straight Wood Handle promises a professional finish to any drywall project.
Marshalltown,"Marshalltown 11"" Soft Grip Shears (MARS-E119)",MARS-E119,12.33,"Marshalltown 11"" Soft Grip Shears"
Marshalltown,Marshalltown 12 oz. Drywall Hammer,MARS-DH764,36.42,The Marshalltown 12 oz. Drywall Hammer features a drop forged head with fully polished milled face. Wedge shaped steel blade is notched underneath and doubles as a nail puller.
Marshalltown,Marshalltown 12 X 12 Aluminum Hawk - DuraSoft Handle,MARS-5D,31.88,"The Marshalltown 12 X 12 Aluminum Hawk - DuraSoft Handle is made from lightweight, durable aluminum with handle and sponge callus preventer for optimum comfort."
Marshalltown,Marshalltown 12 X 12 Aluminum Hawk - Wooden Handle,MARS-5W,31.88,"The Marshalltown 12 X 12 Aluminum Hawk - Wooden Handle is made from lightweight, durable aluminum with handle and sponge callus preventer for optimum comfort."
Marshalltown,Marshalltown 12 X 12 Magnesium Hawk - DuraSoft Handle,MARS-5209D,54.53,The Marshalltown 12 X 12 Magnesium Hawk - DuraSoft Handle offers a convenient way to hold material for application with a unique handle to prevent calluses.
Marshalltown,Marshalltown 12 X 4 1/2 Drywall Trowel w/Curved DuraSoft Handle,MARS-12BSD,44.58,The Marshalltown 12 in. X 4 1/2 in. Drywall Trowel with Curved DuraSoft Handle promises a professional finish to any drywall project.
Marshalltown,Marshalltown 12 X 4 1/2 Drywall Trowel w/Curved Wood Handle,MARS-12B,39.95,The Marshalltown 12 X 4 1/2 Drywall Trowel w/Curved Wood Handle features a high carbon steel blade which has a slightly concaved bow for feathering mud joints.
Marshalltown,Marshalltown 12 X 4 1/2 QLT Scratcher Trowel (MARS-SC553),MARS-SC553,12.35,Marshalltown 12 X 4 1/2 QLT Scratcher Trowel
Marshalltown,Marshalltown 12 X 4 1/2 SS Drywall Trowel w/Curved Wood Handle,MARS-12BSS,53.88,The Marshalltown 12 in. X 4 1/2 in. Stainless Steel Drywall Trowel with Curved Wood Handle promises a professional finish to any drywall project.
Marshalltown,Marshalltown 12 X 4 1/2 SS Drywall Trowel w/DuraSoft Handle,MARS-12BSSD,58.87,The Marshalltown 12 in. X 4 1/2 in. Stainless Steel Drywall Trowel with DuraSoft Handle allows you to easily feather mud for perfectly smooth drywall joints and repair jobs.
Marshalltown,"Marshalltown 12 X 4 PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ DuraSoft Handle",MARS-62GSFPD,64.17,"The Marshalltown 12 in. X 4 in. PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ DuraSoft Handle is guaranteed to maintain its shape while ensuring a professional quality finish to any drywall project."
Marshalltown,"Marshalltown 12 X 4 PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ Wooden Handle",MARS-62GSFP,59.15,"The Marshalltown 12 in. X 4 in. PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ Wooden Handle is guaranteed to maintain its shape while ensuring a professional quality finish to any drywall project."
Marshalltown,Marshalltown 12 X 4 PermaShape Carbon Steel Finishing Trowel w/Curved DuraSoft Handle (MARS-PB62D),MARS-PB62D,49.78,Marshalltown 12 X 4 PermaShape Carbon Steel Finishing Trowel w/Curved DuraSoft Handle (MARS-PB62D)
Marshalltown,Marshalltown 12 X 5 GS DuraFlex Finishing Trowel w/DuraSoft Handle,MARS-4467DFD,57.45,The Marshalltown 12 in. X 5 in. Golden Steel DuraFlex Finishing Trowel with DuraSoft Handle promises a professional finish to any drywall project.
Marshalltown,"Marshalltown 12 X 5 PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ DuraSoft Handle",MARS-7GSFPD,64.33,"The Marshalltown 12 in. X 5 in. PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ DuraSoft Handle is guaranteed to maintain its shape while ensuring a professional quality finish to any drywall project."
Marshalltown,"Marshalltown 12 X 5 PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ Wooden Handle",MARS-7GSFP,59.32,"The Marshalltown 12 in. X 5 in. PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ Wooden Handle is guaranteed to maintain its shape while ensuring a professional quality finish to any drywall project."
Marshalltown,"Marshalltown 12"" Adjustable Squeegee Trowel (MARS-AKD12)",MARS-AKD12,33.42,"Marshalltown 12"" Adjustable Squeegee Trowel"
Marshalltown,"Marshalltown 12"" Blue Steel Taping Knife w/DuraSoft Handle",MARS-3512D,16.23,"Marshalltown 12"" Blue Steel Taping Knife w/DuraSoft Handle features tempered, premium Blue Steel blade with aluminum backing plate. Also features a tapered blade for corner work."
Marshalltown,"Marshalltown 12"" Blue Steel Taping Knife w/DuraSoft II Handle",MARS-4512D,14.48,"The Marshalltown 12"" Blue Steel Taping Knife w/DuraSoft II Handle features premium tempered Blue Steel blade with rigid alloy backer for maximum durability."
Marshalltown,"Marshalltown 12"" Bucket Dipper",MARS-BD863,14.88,The Marshalltown 13 Bucket Dipper scoops drywall mud directly from bucket onto a trowel or hawk and features a comfortable grip handle.
Marshalltown,"Marshalltown 12"" Knockdown Knife (MARS-KD12)",MARS-KD12,26.22,"Marshalltown 12"" Knockdown Knife"
Marshalltown,"Marshalltown 12"" Replacement Blade for ADK12 (MARS-AKD12RB)",MARS-AKD12RB,25.87,"Marshalltown 12"" Replacement Blade for ADK12"
Marshalltown,"Marshalltown 12"" Stainless Steel Taping Knife w/DuraSoft Handle",MARS-3512SD,21.2,"Marshalltown 12"" Stainless Steel Taping Knife w/DuraSoft Handle features tempered, premium stainless steel blade with aluminum backing plate. Also features a tapered blade for corner work."
Marshalltown,"Marshalltown 12"" Stainless Steel Taping Knife w/DuraSoft II Handle",MARS-4512SD,16.05,"The Marshalltown 12"" Stainless Steel Taping Knife w/DuraSoft II Handle features premium tempered stainless steel blade with rigid alloy backer for maximum durability."
Marshalltown,"Marshalltown 12"" X 12"" EIFS Composite Hawk",MARS-2166D,44.5,"The Marshalltown 12"" X 12"" EIFS Composite Hawk is made of unique composite material that wont warp and wont react with caustic materials. DuraSoft Handle and sponge rubber callus preventer included."
Marshalltown,Marshalltown 120 Grit Sandscreen (25 Pack),MARS-816,44.07,The Marshalltown 120 Grit Sandscreen (25 Pack) can be used wet or dry and will outlast sandpaper 6 to 1. Made in the USA.
Marshalltown,Marshalltown 120 Grit Sandscreen (5 Pack),MARS-918,10.23,The Marshalltown 120 Grit Sandscreen (5 Pack) can be used wet or dry and will outlast sandpaper 6 to 1. Made in the USA.
Marshalltown,Marshalltown 13 1/2  X 13 1/2 Aluminum Hawk - DuraSoft Handle,MARS-2D,36.43,"The Marshalltown 13 1/2 X 13 1/2 Magnesium Hawk - DuraSoft Handle is made from lightweight, durable magnesium with handle and sponge callus preventer for optimum comfort."
Marshalltown,Marshalltown 13 X 13 Aluminum Hawk - DuraSoft Handle,MARS-1D,34.95,"The Marshalltown 13 X 13 Aluminum Hawk - DuraSoft Handle is made from lightweight, durable aluminum with handle and sponge callus preventer for optimum comfort."
Marshalltown,Marshalltown 13 X 13 Magnesium Hawk - DuraSoft Handle,MARS-5206D,78.33,The Marshalltown 13 X 13 Magnesium Hawk - DuraSoft Handle offers a convenient way to hold material for application with a unique handle to prevent calluses.
Marshalltown,Marshalltown 13 X 13 Magnesium Hawk - Wooden Handle,MARS-5206W,77.73,The Marshalltown 13 X 13 Magnesium Hawk - Wooden Handle offers a convenient way to hold material for application with a unique handle to prevent calluses.
Marshalltown,"Marshalltown 13 X 5 PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ DuraSoft Handle (MARS-13GSFPD)",MARS-13GSFPD,66.18,"The Marshalltown 13 in. X 5 in. PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ DuraSoft Handle is guaranteed to maintain its shape while ensuring a professional quality finish to any drywall project."
Marshalltown,"Marshalltown 13 X 5 PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ Wood Handle (MARS-13GSFP)",MARS-13GSFP,61.25,"The Marshalltown 13 in. X 5 in. PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ Wood Handle is guaranteed to maintain its shape while ensuring a professional quality finish to any drywall project."
Marshalltown,"Marshalltown 13 X 5 PermaShape ""Flat"" Stainless Steel Finishing Trowel w/ DuraSoft Handle",MARS-13SSFPD,64.95,"The Marshalltown 13 in. X 5 in. PermaShape ""Flat"" Stainless Steel Finishing Trowel w/ DuraSoft Handle is guaranteed to maintain its shape while ensuring a professional quality finish to any drywall project."
Marshalltown,"Marshalltown 13"" Bucket Dipper",MARS-BD862,18.1,The Marshalltown 13 Bucket Dipper scoops drywall mud directly from bucket onto a trowel or hawk and features a comfortable grip handle.
Marshalltown,"Marshalltown 13"" X 9"" Single Crows Foot Brush (MARS-846)",MARS-846,13.37,"Marshalltown 13"" X 9"" Single Crows Foot Brush"
Marshalltown,Marshalltown 14 X 14 Aluminum Hawk - DuraSoft Handle,MARS-6D,37.95,"The Marshalltown 14 X 14 Magnesium Hawk - DuraSoft Handle is made from lightweight, durable magnesium with handle and sponge callus preventer for optimum comfort."
Marshalltown,Marshalltown 14 X 14 Magnesium Hawk - DuraSoft Handle,MARS-5208D,88.55,The Marshalltown 14 in. X 14 in. Magnesium Hawk - DuraSoft Handle offers a convenient way to hold material for application with a unique handle to prevent calluses. Marshalltown Hawks provided quality and professional results to every job.
Marshalltown,Marshalltown 14 X 4 1/2 Drywall Trowel w/Curved DuraSoft Handle,MARS-12ASD,48.83,The Marshalltown 14 in. X 4 1/2 in. Drywall Trowel with Curved DuraSoft Handle promises a professional finish to any drywall project.
Marshalltown,Marshalltown 14 X 4 1/2 Drywall Trowel w/Straight DuraSoft Handle,MARS-12AD,48.83,The Marshalltown 14 in. X 4 1/2 in. Drywall Trowel with Straight DuraSoft Handle promises a professional finish to any drywall project.
Marshalltown,Marshalltown 14 X 4 1/2 Drywall Trowel w/Straight Wood Handle,MARS-12A,44.15,The Marshalltown 14 in. X 4 1/2 in. Drywall Trowel with Straight Wood Handle promises a professional finish to any drywall project.
Marshalltown,Marshalltown 14 X 4 1/2 SS Drywall Trowel w/DuraSoft Handle,MARS-12ASSD,63.65,The Marshalltown 14 in. X 4 1/2 in. Stainless Steel Drywall Trowel with DuraSoft Handle allows you to easily feather mud for perfectly smooth drywall joints and repair jobs.
Marshalltown,Marshalltown 14 X 5 GS DuraFlex Finishing Trowel w/DuraSoft Handle,MARS-4471DFD,62.82,The Marshalltown 14 in. X 5 in. Golden Steel DuraFlex Finishing Trowel with DuraSoft Handle promises a professional finish to any drywall project.
Marshalltown,"Marshalltown 14 X 5 PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ DuraSoft Handle",MARS-145GSFPD,69.87,"The Marshalltown 14 in. X 5 in. PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ DuraSoft Handle is guaranteed to maintain its shape while ensuring a professional quality finish to any drywall project."
Marshalltown,"Marshalltown 14 X 5 PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ Wooden Handle",MARS-145GSFP,64.87,"The Marshalltown 14 in. X 5 in. PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ Wooden Handle is guaranteed to maintain its shape while ensuring a professional quality finish to any drywall project."
Marshalltown,"Marshalltown 14"" Blue Steel Taping Knife w/DuraSoft Handle",MARS-3514D,18,"Marshalltown 14"" Blue Steel Taping Knife w/DuraSoft Handle features tempered, premium Blue Steel blade with aluminum backing plate. Also features a tapered blade for corner work."
Marshalltown,"Marshalltown 14"" Blue Steel Taping Knife w/DuraSoft II Handle",MARS-4514D,11.57,"Marshalltown 14"" Blue Steel Taping Knife w/DuraSoft II Handle features tempered, premium Blue Steel blade with aluminum backing plate. Also features a tapered blade for corner work."
Marshalltown,"Marshalltown 14"" Stainless Steel Taping Knife w/DuraSoft Handle",MARS-3514SD,23.9,"Marshalltown 14"" Stainless Steel Taping Knife w/DuraSoft Handle features tempered, premium stainless steel blade with aluminum backing plate. Also features a tapered blade for corner work."
Marshalltown,"Marshalltown 14"" Stainless Steel Taping Knife w/DuraSoft II Handle",MARS-4514SD,18.37,"The Marshalltown 14"" Stainless Steel Taping Knife w/DuraSoft II Handle features premium tempered stainless steel blade with rigid alloy backer for maximum durability."
Marshalltown,Marshalltown 150 Grit Die-Cut Sandpaper (10 Pack),MARS-936,5.27,The Marshalltown 150 Grit Die-Cut Sandpaper (10 Pack) is designed to fit all Marshalltown sanders and similar sanders. Made in the USA.
Marshalltown,Marshalltown 150 Grit Die-Cut Sandpaper (100 Pack),MARS-815,36.2,The Marshalltown 150 Grit Die-Cut Sandpaper (100 Pack) is designed to fit all Marshalltown sanders and similar sanders. Made in the USA.
Marshalltown,Marshalltown 16 X 4 1/2 Drywall Trowel w/Curved DuraSoft Handle,MARS-12CSD,53.2,The Marshalltown 16 in. X 4 1/2 in. Drywall Trowel with Curved DuraSoft Handle promises a professional finish to any drywall project.
Marshalltown,Marshalltown 16 X 4 1/2 Drywall Trowel w/Curved Wood Handle,MARS-12C,48.52,The Marshalltown 16 in. X 4 1/2 in. Drywall Trowel with Curved DuraSoft Handle promises a professional finish to any drywall project.
Marshalltown,Marshalltown 16 X 4 1/2 SS Drywall Trowel w/Curved Wood Handle,MARS-12CSS,65.17,The Marshalltown 16 in. X 4 1/2 in. Stainless Steel Drywall Trowel with Curved Wood Handle allows you to easily feather mud for perfectly smooth drywall joints and repair jobs.
Marshalltown,Marshalltown 16 X 4 1/2 SS Drywall Trowel w/DuraSoft Handle,MARS-12CSSD,70.12,The Marshalltown 16 in. X 4 ½ in. SS Drywall Trowel with DuraSoft Handle features a premium stainless steel blade with a slight concave bow for feathering mud joints.
Marshalltown,Marshalltown 16 X 4 PermaShape Carbon Steel Finishing Trowel w/Curved DuraSoft Handle (MARS-PB66D),MARS-PB66D,58.63,Marshalltown 16 X 4 PermaShape Carbon Steel Finishing Trowel w/Curved DuraSoft Handle (MARS-PB66D)
Marshalltown,Marshalltown 16 X 5 GS DuraFlex Finishing Trowel w/DuraSoft Handle,MARS-4473DFD,65.53,The Marshalltown 16 in. X 5 in. Golden Steel DuraFlex Finishing Trowel with DuraSoft Handle promises a professional finish to any drywall project.
Marshalltown,"Marshalltown 16 X 5 PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ DuraSoft Handle",MARS-165GSFPD,74.6,"The Marshalltown 16 in. X 5 in. PermaShape ""Flat"" Golden Stainless Finishing Trowel w/ DuraSoft Handle is guaranteed to maintain its shape while ensuring a professional quality finish to any drywall project."
Marshalltown,"Marshalltown 16"" Stainless Steel Taping Knife w/DuraSoft Handle",MARS-3516SD,25.67,"Marshalltown 16"" Stainless Steel Taping Knife w/DuraSoft Handle features tempered, premium stainless steel blade with aluminum backing plate. Also features a tapered blade for corner work."
Marshalltown,"Marshalltown 18"" Adjustable Squeegee Trowel (MARS-AKD18)",MARS-AKD18,33.42,"Marshalltown 18"" Adjustable Squeegee Trowel"
Marshalltown,"Marshalltown 18"" Curved Blade Knockdown Knife - DuraSoft Handle (MARS-KD18CD)",MARS-KD18CD,31.72,"Marshalltown 18"" Curved Blade Knockdown Knife - DuraSoft Handle"
Marshalltown,"Marshalltown 18"" Knockdown Knife (MARS-KD18)",MARS-KD18,29.17,"Marshalltown 18"" Knockdown Knife"
Marshalltown,"Marshalltown 18"" Replacement Blade for ADK18 (MARS-AKD18RB)",MARS-AKD18RB,19.62,"Marshalltown 18"" Replacement Blade for ADK18"
Marshalltown,"Marshalltown 2 1/2"" X 11"" Fan Blade Mixer",MARS-FM774,20.48,"The Marshalltown 2 1/2"" X 11"" Fan Blade Mixer features a unique mixing action in which the lower wheel cuts upward and the upper wheel cuts downward to create a counter flow."
Marshalltown,"Marshalltown 2 1/2"" x 4 3/4"" Single Texture Brush (MARS-849)",MARS-849,20,"Marshalltown 2 1/2"" x 4 3/4"" Single Texture Brush"
