Brand,Product Name,SKU,Product Price,Product Description,Matched DTB Brand,DTB Brand Match Method,DTB Brand Match Confidence
TapeTech,"12"" Seal Plate - 310097",310097,14.07,"12"" Seal Plate - 310097 PowerAssist /Easy Clean Boxes",TapeTech,brand_alias,0.98
TapeTech,120 - Tube Support Housing,PC889303,31.75,120 - Tube Support Housing,TapeTech,brand_alias,0.98
TapeTech,121 - Filler Door Arm,51001-A,40.78,121 - Filler Door Arm,TapeTech,brand_alias,0.98
TapeTech,123 - Bellows,PC879772,18.75,123 - Bellows,TapeTech,brand_alias,0.98
TapeTech,125 - Control Wiper Seal,50003-A,5.6,125 - Control Wiper Seal,TapeTech,brand_alias,0.98
TapeTech,125 - Long Guide Pin,PC879685,2.64,125 - Long Guide Pin,TapeTech,brand_alias,0.98
TapeTech,126 - Thin Nut 4-40,59005-A2,0.99,126 - Thin Nut 4-40,TapeTech,brand_alias,0.98
TapeTech,127 - Support Housing,PC899234,40.12,127 - Support Housing,TapeTech,brand_alias,0.98
TapeTech,128 - Creaser Return Spring,AT-173,5.59,128 - Creaser Return Spring,TapeTech,brand_alias,0.98
TapeTech,13 -  Wire Screen - Coarse - 10552,10552,3.94,13 - Wire Screen - Coarse - 10552 - Coarse Screen for TapeWorm Pump.,TapeTech,brand_alias,0.98
TapeTech,13 - Piston Shaft,FLP-26,53.56,13 - Piston Shaft,TapeTech,brand_alias,0.98
TapeTech,13 - Position Lock Sleeve,FFH-14,35.85,13 - Position Lock Sleeve,TapeTech,brand_alias,0.98
TapeTech,13 - Side Plate Shim,59098-A,7.72,13 - Side Plate Shim,TapeTech,brand_alias,0.98
TapeTech,"13"" Premium Hawk - Black",HWK002-BLK,48.99,"13"" Premium Hawk - Black Crafted from solid extruded aluminum, the HAWK002 is robust and resists corrosion. The black anodized finish features our exclusive IMR Technology which provides durability and improved material removal. Rounded corners provide safety and comfort. The ergonomic ProSoft handle with extra foam pad helps prevent hand fatigue. And the hollow design of the handle allows you to rest the tool on scaffolding posts.",TapeTech,brand_alias,0.98
TapeTech,130 - Creaser Arm (Right),054096F-A2,40.27,130 - Creaser Arm (Right),TapeTech,brand_alias,0.98
TapeTech,130 - Pad Housing,PC887492,28.82,130 - Pad Housing,TapeTech,brand_alias,0.98
TapeTech,130005 - Guide Mud Tube,130005,23.08,130005 - Guide Mud Tube,TapeTech,brand_alias,0.98
TapeTech,130006 - Ball Mud Tube,130006,34.18,130006 Ball Mud Tube,TapeTech,brand_alias,0.98
TapeTech,"130036 - Main Tube, 36"" Mud Tube",130036,152.21,"130036 - Main Tube, 36"" Mud Tube",TapeTech,brand_alias,0.98
TapeTech,132 - Back-up Pad,PCN346519,76.45,132 - Back-up Pad For Porter Cable Drywall Sander PC7800 #881789 This Porter Cable back-up pad includes the locking nut.,TapeTech,brand_alias,0.98
TapeTech,134 - Washer,PC877738,9.25,134 - Washer For Porter Cable Drywall Sander PC7800 #877738 Replacement Washer For Porter Cable Drywall Sander PC7800 #877738,TapeTech,brand_alias,0.98
TapeTech,135 - Brush / Skirt,PC877702,51.31,"135 - Brush / Skirt, 7800 For Porter Cable Drywall Sander PC7800 #877702 Porter Cable Drywall Sander 7800 Replacement Brush Skirt #877702",TapeTech,brand_alias,0.98
TapeTech,137 - Strain Reliever,PC810716,8.5,137 - Strain Reliever,TapeTech,brand_alias,0.98
TapeTech,138 - Dust Plug,PC879770,3.76,138 - Dust Plug,TapeTech,brand_alias,0.98
TapeTech,"139010 - Screw, 4-40 x 1-1/4 SHCS Mud Tube",139010,1.1,"139010 - Screw, 4-40 x 1-1/4 SHCS Mud Tube",TapeTech,brand_alias,0.98
TapeTech,14 - Coarse Mesh Screen,FLP30,3.5,14 - Coarse Mesh Screen,TapeTech,brand_alias,0.98
TapeTech,140004 - Tube Adapter,140004,46.73,140004 - Tube Adapter,TapeTech,brand_alias,0.98
TapeTech,140005 - End Cap,140005,121.74,140005 - End Cap,TapeTech,brand_alias,0.98
TapeTech,140006 - Mudrunner Pushrod,140006,251.72,140006 - TapeTech Mudrunner Pushrod 140006 TapeTech Pushrod,TapeTech,brand_alias,0.98
TapeTech,140013 - Mudrunner Control Bushing,140013,15.45,140013 TapeTech Mudrunner Control Bushing,TapeTech,brand_alias,0.98
TapeTech,140019 - Main Tube Cap,140019,150.16,140019 - Main Tube Cap,TapeTech,brand_alias,0.98
TapeTech,141 - Screw,pc878813,2.9,141 - Screw,TapeTech,brand_alias,0.98
TapeTech,144001 - Mudrunner Plastic Tube Complete,144001,597.4,144001 Mudrunner Plastic Tube Complete,TapeTech,brand_alias,0.98
TapeTech,149021 - Mudrunner Large U-Cup,149021,31.58,149021 - Mudrunner Large U-Cup,TapeTech,brand_alias,0.98
TapeTech,149023 - Round Lip U-Cup,149023,20.5,149023 - TapeTech Mudrunner Round Lip U-Cup,TapeTech,brand_alias,0.98
TapeTech,149032 - Large O-Ring Buna,149032,2.37,149032 - Large O-Ring Buna Large O-Ring Buna for TapeTech Mudrunner.,TapeTech,brand_alias,0.98
TapeTech,149035 - Mudrunner Rod Wiper,149035,24.67,149035 TapeTech Mudrunner Rod Wiper is a common replacement part for MudRunners.,TapeTech,brand_alias,0.98
TapeTech,15 - Head Bearing #694147,PC33000364,20.47,15 - Head Bearing Porter Cable Drywall Sander 7800 Head Bearing #694147,TapeTech,brand_alias,0.98
TapeTech,15 - Hex Socket Cap Screw 6-32 x 1/4,889052-A2,1.4,15 - Hex Socket Cap Screw 6-32 x 1/4,TapeTech,brand_alias,0.98
TapeTech,15 - Skid Blade (AH-35),AH035,8.54,15 - Skid Blade (AH-35),TapeTech,brand_alias,0.98
TapeTech,"15"" Blade Holder Assembly - 344002",344002,252,"15"" Blade Holder Assembly - 344002",TapeTech,brand_alias,0.98
TapeTech,151005 - Roller (New Style),151005,47.25,151005 - Roller (New Style),TapeTech,brand_alias,0.98
TapeTech,156 - Screw,PC864137,2.52,156 - Screw,TapeTech,brand_alias,0.98
TapeTech,159027 - Special Washer,159027,1.31,159027 - TapeTech Special Washer,TapeTech,brand_alias,0.98
TapeTech,160 - Internal Lock Washer,PC802429,3.2,160 - Internal Lock Washer,TapeTech,brand_alias,0.98
TapeTech,161 - Screw,PC681637,2.26,161 - Screw,TapeTech,brand_alias,0.98
TapeTech,167 - Replacement Hose (13 ft),PC877751,81.92,167 - Porter Cable Sander Replacement Hose for PC7800 #877751 OEM Porter Cable Sander 13 ft. Replacement Hose,TapeTech,brand_alias,0.98
TapeTech,"17 - 12"" Axle",FFB-22-12,48.5,"17 - 12"" Axle NorthStar 12"" Flat Box axle. Works with the standard and high top boxes.",TapeTech,brand_alias,0.98
TapeTech,"17 - Axle 10""",FFB-22-10,47.45,"17 - Axle 10""",TapeTech,brand_alias,0.98
TapeTech,17 - Frame Assy - Right Hand (AH-36-RH),AH-36-RH,173.88,17 - Frame Assy - Right Hand (AH-36-RH),TapeTech,brand_alias,0.98
TapeTech,17 - Lock Nut 3-48,SHW-108,1.2,17 - Lock Nut 3-48,TapeTech,brand_alias,0.98
TapeTech,174 - Hose Connector,PC890961,19.79,174 - Hose Connector,TapeTech,brand_alias,0.98
TapeTech,18 - Lock Washer #4,59038-A2,1.05,18 - Lock Washer #4,TapeTech,brand_alias,0.98
TapeTech,19 - Axle Shoulder Bushing,FFB-24,11.38,19 - Axle Shoulder Bushing,TapeTech,brand_alias,0.98
TapeTech,19 - Self Threading Screw #8,DS19,0.35,19 - Self Threading Screw #8 Dura-Stilt 8 X 3/8in Self Thread Screw #19,TapeTech,brand_alias,0.98
TapeTech,"19 - Thumbscrew 5/16""",808300-A,4.63,"19 - Thumbscrew 5/16""",TapeTech,brand_alias,0.98
TapeTech,19 - U-Cup - US2500,US-2500,4.99,19 - U-Cup - US2500,TapeTech,brand_alias,0.98
TapeTech,190002 - Block,190002,16.3,190002 - TapeTech Xtender Handle Replacement Block,TapeTech,brand_alias,0.98
TapeTech,191007 - TapeTech Xtender Handle Connector Rod,191007,121.28,TapeTech Xtender Handle Connector Rod is used on the TapeTech extendable flat box handles. Over time this part can wear out and would need to be replaced.,TapeTech,brand_alias,0.98
TapeTech,2 - Angle Arm,CBH-02,49.44,2 - Angle Arm,TapeTech,brand_alias,0.98
TapeTech,2 - Ball Lock Receiver (AH-2),AH-2,47,2 - Ball Lock Receiver (AH-2),TapeTech,brand_alias,0.98
TapeTech,2 - Field 120v,PC900134,91.45,2 - Field 120v Porter Cable Drywall Sander 7800 Field 120v 7800 Type 2 and 3 #900134,TapeTech,brand_alias,0.98
TapeTech,2 - Nozzle for Gooseneck,10518,7.01,2 - Nozzle for Gooseneck,TapeTech,brand_alias,0.98
TapeTech,2 - Push Rod Assembly,PS-14,74.94,2 - Push Rod Assembly,TapeTech,brand_alias,0.98
TapeTech,"2 - Shim 12""",300009,18.63,"2 - Shim 12""",TapeTech,brand_alias,0.98
TapeTech,"2"" Frame (Right) - 400016",404016,115.33,"2"" Frame (Right) - 400016",TapeTech,brand_alias,0.98
TapeTech,2-56 Lock Nut - 807207,807207,1.06,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,TapeTech,brand_alias,0.98
TapeTech,2-56 X 1/4 FLAT HEAD - 808536,808536,0.13,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,TapeTech,brand_alias,0.98
TapeTech,2-56 X 1/8 Bind Hd Screw - 059047,059047,1.4,2-56 X 1/8 Bind Hd Screw - 059047 for TapeTech Automatic Taper,TapeTech,brand_alias,0.98
TapeTech,2-56 X 3/16 Bind Hd Screw - 059056,059056,1.4,2-56 X 3/16 Bind Hd Screw for Automatic Taper.,TapeTech,brand_alias,0.98
TapeTech,2-56 X 5/16 Flat Head Screw - 808539,808539,0.1,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,TapeTech,brand_alias,0.98
TapeTech,20 - Hex Socket Cap Screw 6-32x1/4 (SHW-016),SHW-016,1.05,20 - Hex Socket Cap Screw 6-32x1/4 (SHW-016),TapeTech,brand_alias,0.98
TapeTech,20 - Pan Head Screw 4-40 x 3/16,59057-A2,1.4,20 - Pan Head Screw 4-40 x 3/16,TapeTech,brand_alias,0.98
TapeTech,20 - Wheel Shoulder Bushing,ffb-26,16.95,20 - Wheel Shoulder Bushing,TapeTech,brand_alias,0.98
TapeTech,"200026 - 7"" Wiper Gasket",200026F,35.2,"200026 - 7"" Wiper Gasket",TapeTech,brand_alias,0.98
TapeTech,"200045G - Replacement 7"" Axle",200045G,54.67,"200045G - Replacement Axle for 7 Inch TTX Flat Box TapeTech 7"" Axle Replacement fo Drywall Flat Box TapeTech- part #200045G",TapeTech,brand_alias,0.98
TapeTech,200052 - Shoulder Screw,200052F,5.25,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,TapeTech,brand_alias,0.98
TapeTech,202020 - Spring Anchor,202020,7.78,202020 - Spring Anchor,TapeTech,brand_alias,0.98
TapeTech,202021 - Special Nut,202021,8.89,202021 - Special Nut,TapeTech,brand_alias,0.98
TapeTech,203010 - Flat Box Crown Spring,203010,11.38,203010 - Flat Box Crown Spring,TapeTech,brand_alias,0.98
TapeTech,209041 - Spring Clip,209041,1.75,209041 - Spring Clip,TapeTech,brand_alias,0.98
TapeTech,209046 - Flat Box Washer,209046,5.68,209046 - Flat Box Washer,TapeTech,brand_alias,0.98
TapeTech,209048 - 4-40 X 1/8 Bind Hd Screw,209048,1.05,209048 - 4-40 X 1/8 Bind Hd Screw,TapeTech,brand_alias,0.98
TapeTech,21 - Hex Socket Cap Screw 4-40x3/16 (SHW-099),shw-099,2.15,21 - Hex Socket Cap Screw 4-40x3/16 (SHW-099),TapeTech,brand_alias,0.98
TapeTech,21 - Threaded Washer,202028-A,6.48,21 - Threaded Washer,TapeTech,brand_alias,0.98
TapeTech,210073 - Shoulder Screw,210073,11.08,210073 - Shoulder Screw,TapeTech,brand_alias,0.98
TapeTech,212022 - TapeTech Flat Box Repair Clip (Power Assist),212022,1.43,Inner shoe for Power Assist Flat Boxes,TapeTech,brand_alias,0.98
TapeTech,212083 - Power Assist Cog,212083,20.93,212083 - TapeTech Power Assist Cog,TapeTech,brand_alias,0.98
TapeTech,212087 - Flat Box Lock,212087,12.05,212087 - Flat Box Lock,TapeTech,brand_alias,0.98
TapeTech,219006 -  Right Skid Power Assist Boxes,219006,8,219006 TapeTech Replacement Right Skid for Power Assist and Easy CLean Flat Boxes,TapeTech,brand_alias,0.98
TapeTech,"219093 - 6-32 X 3/4"" Flat Head Screw",219093,0.99,"219093 - 6-32 X 3/4"" Flat Head Screw",TapeTech,brand_alias,0.98
TapeTech,219095 - Plastic Washer,219095,1.05,219095 - Plastic washer for Power Assist,TapeTech,brand_alias,0.98
TapeTech,22 -  Stud Bolt Threaded Both Ends 1/4x7 1/8,DS22,2.1,22 - Stud Bolt Threaded Both Ends 1/4x7 1/8 Dura-Stilt 1/4x7 1/8 Stud Bolt Threaded Both Ends,TapeTech,brand_alias,0.98
TapeTech,22 - Flat Head Screw 6-32 x 1/4,59107-A,0.99,22 - Flat Head Screw 6-32 x 1/4,TapeTech,brand_alias,0.98
TapeTech,22 - Regular Nylock 1/4-20,SHW022,0.31,22 - Regular Nylock 1/4-20,TapeTech,brand_alias,0.98
TapeTech,"23 - Slotted Pan Head Screw 10-24 x 1/2""",809315-A,0.36,"23 - Slotted Pan Head Screw 10-24 x 1/2""",TapeTech,brand_alias,0.98
TapeTech,"23.1 - Lower Strut Tube 14-22""",DS23.1,13.01,"23.1 - Lower Strut Tube 14-22"" Dura-Stilt Lower Strut Tube for 14-22"" Stilts",TapeTech,brand_alias,0.98
TapeTech,"23.3 - Lower Strut Tube 24-40""",DS23.3,17.05,"23.3 - Lower Strut Tube 24-40"" Dura-Stilt Lower Strut Tube for 24""-40"" Stilts",TapeTech,brand_alias,0.98
TapeTech,24 - Hex Set Screw 6-32x1/8 (SHW-098),489013-A,1.1,24 - Hex Set Screw 6-32x1/8 (SHW-098),TapeTech,brand_alias,0.98
TapeTech,"24 - Machine Bolt 1/4-20 x 1/2""",DS24,1.05,"24 - Machine Bolt 1/4-20 x 1/2"" Dura-Stilt Machine Bolt 1/4-20 x 1/2""",TapeTech,brand_alias,0.98
TapeTech,25 - Cam,50123-A2,19.45,25 - Cam,TapeTech,brand_alias,0.98
TapeTech,25 - Regular Nylock 3/8-16,709027-A,1.1,25 - Regular Nylock 3/8-16,TapeTech,brand_alias,0.98
TapeTech,"250009 - TapeTech Replacement Shim 10""",250009,16.26,"TapeTech Replacement Shim for 10"" drywall flat box. part# 250009",TapeTech,brand_alias,0.98
TapeTech,251025G - Right Side Plate,251025G,92.28,251025G - Right Side Plate,TapeTech,brand_alias,0.98
TapeTech,"254005 - 10"" Clamp Assembly",254005,34.65,"254005 - 10"" Clamp Assembly",TapeTech,brand_alias,0.98
TapeTech,26 - 1/4-20 X 5/8 FIL HD SC - 808151,808151,0.54,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,TapeTech,brand_alias,0.98
TapeTech,26 - Creaser Connector Strap,AT-55,20.17,26 - Creaser Connector Strap,TapeTech,brand_alias,0.98
TapeTech,26 - Hex Head Bolt 5/16-18 x 7/8,709023-A,2.19,26 - Hex Head Bolt 5/16-18 x 7/8,TapeTech,brand_alias,0.98
TapeTech,"26 - Hex Socket Cap Screw 6-32 x 1/4""",SHW-016-A,1.05,"26 - Hex Socket Cap Screw 6-32 x 1/4""",TapeTech,brand_alias,0.98
TapeTech,"27 - Slotted Pan Head Screw 6-32 x 5/16""",SHW-103,0.95,"27 - Slotted Pan Head Screw 6-32 x 5/16""",TapeTech,brand_alias,0.98
TapeTech,28 - Brass Flat Washer #10,209042-A3,1.05,28 - Brass Flat Washer #10,TapeTech,brand_alias,0.98
TapeTech,28 - Hex Socket Cap Screw 8-32 x 3/16,AT118,0.72,28 - Hex Socket Cap Screw 8-32 x 3/16,TapeTech,brand_alias,0.98
TapeTech,29 - Latch,SHW-035,32.56,29 - Latch,TapeTech,brand_alias,0.98
TapeTech,29 - Trigger Lever,AT-159,44.99,29 - Trigger Lever,TapeTech,brand_alias,0.98
TapeTech,3 - Brush For Motor,PC869734,5.85,3 - Brush For Porter Cable Drywall Sander PC7800 Motor Porter Cable Drywall Sander 7800 Replacement Brush for the Motor #879058,TapeTech,brand_alias,0.98
TapeTech,"3 - Wiper 8""",FFB-03-08,55,"3 - Wiper 8""",TapeTech,brand_alias,0.98
TapeTech,"3"" Carbide Blade - 10436",10436-C,41.65,"3"" Carbide Blade - 10436 Heavy-duty 3"" Carbide Blade for Tapeworm Drywall Angle Head Corner Finisher from Murco Wall ProductsTapeworm- part # 10436-C* 2 per Angle Head",TapeTech,brand_alias,0.98
TapeTech,3-48 Hex Miniature Nut - 059087,059087,1.4,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,TapeTech,brand_alias,0.98
TapeTech,3-48 LOCK NUT - 807219,807219,1.11,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,TapeTech,brand_alias,0.98
TapeTech,3-48 Special Tie Rod - 050140F,050140F,17.6,3-48 Special Tie Rod - 050140F,TapeTech,brand_alias,0.98
TapeTech,"3.5"" Angle Head Carbide Blade - 480209",480209,51.96,"480209 - 3.5"" Angle Head Carbide Blade 480209 TapeTech 3.5"" Angle Head Carbide Blade",TapeTech,brand_alias,0.98
TapeTech,30 - Brake Rod,FFH-05,29.08,30 - Brake Rod Brake Rod for NorthStar Flat Box Handle FFH-05,TapeTech,brand_alias,0.98
TapeTech,30 - Socket Set Screw 8-32,809195-A,2.44,30 - Socket Set Screw 8-32,TapeTech,brand_alias,0.98
TapeTech,30 - Tetraseal,SHW-036,3.44,30 - Tetraseal,TapeTech,brand_alias,0.98
TapeTech,30 - Tube Clamp (B),ds30,4.42,30 - Tube Clamp (B) Dura-Stilts Tube Clamp (B),TapeTech,brand_alias,0.98
TapeTech,"30"" Premium Paddle Mixer",PMP001,34.99,"30"" Premium Paddle Mixer The TapeTech PMP001 30″ Premium Mixing Paddle uses the ideal geometry to quickly mix joint compound, concrete, stucco, EIFS, and grout to the perfect consistency. The paddle design pulls water down into the material, speeding the process and ensuring equal distribution throughout the material. The blade design helps minimize gouging of the bucket and the robust steel construction provides long life.",TapeTech,brand_alias,0.98
TapeTech,"306032 - 12"" Radius Plate (Gold)",306032G,46.21,"306032 - 12"" Radius Plate (Gold)",TapeTech,brand_alias,0.98
TapeTech,31 - 10-24 Thin Jam Nut,SHW088,0.36,31 - 10-24 Thin Jam Nut,TapeTech,brand_alias,0.98
TapeTech,31 - Nylock Nut 10-24,SHW-146,1,31 - Nylock Nut 10-24,TapeTech,brand_alias,0.98
TapeTech,31 - O-Ring,59040-A,1.05,31 - O-Ring,TapeTech,brand_alias,0.98
TapeTech,31 - Piston U-Cup Seal,SHW069,34.16,31 - Piston U-Cup Seal,TapeTech,brand_alias,0.98
TapeTech,"310024 - 12"" Wiper For Power Assist TTEC/ECH Boxes",310024F,62.07,"310024 - 12"" Wiper For Power Assist TTEC/ECH Boxes",TapeTech,brand_alias,0.98
TapeTech,33 - (810595) 1/4 FLAT WASHER,810595,0.95,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,TapeTech,brand_alias,0.98
TapeTech,33 - Profile Extrusion,FFH-01,72.6,33 - Profile Extrusion,TapeTech,brand_alias,0.98
TapeTech,33 - Wing Nut 10-24,209030-A,2.22,33 - Wing Nut 10-24,TapeTech,brand_alias,0.98
TapeTech,33/64 X 7/8in Flat Washer - FA308,FA-308,1.79,FA308 - 33/64 X 7/8in Flat Washer FA308 Columbia 33/64 X 7/8in Flat Washer #6055,TapeTech,brand_alias,0.98
TapeTech,"34"" Tube - 800134G",800134G,80.73,"800134G - 34"" Tube",TapeTech,brand_alias,0.98
TapeTech,35 - Fillister Head Screw 6-32 x 3/16,59051-A,1.4,35 - Fillister Head Screw 6-32 x 3/16,TapeTech,brand_alias,0.98
TapeTech,35 - Hex Socket Cap Screw,SHW016,0.33,35 - Hex Socket Cap Screw,TapeTech,brand_alias,0.98
TapeTech,35 - Strap Mounting Screw w/ Washer,DS35,1.17,35 - Strap Mounting Screw w/ Washer Dura-Stilts Strap Mounting Screw W/Washer,TapeTech,brand_alias,0.98
TapeTech,"350033F - 8"" Seal Holder",350033F,64.86,"350033F - 8"" Seal Holder",TapeTech,brand_alias,0.98
TapeTech,36 - O-Ring,SHW040,1.05,36 - O-Ring,TapeTech,brand_alias,0.98
TapeTech,36 -10-24 X 3/8 HEX BOLT - 806833,806833,0.57,Al's Taping Tools supplies Hex Bolts for your Loading Pump-QT needs. Visit us and shop for 806833 - 10-24 X 3/8 Hex Bolts manufactured by TapeWorm Parts today!,TapeTech,brand_alias,0.98
TapeTech,37 - Flat Washer #6,489023-A,1.05,37 - Flat Washer #6,TapeTech,brand_alias,0.98
TapeTech,37 - Hex Set Screw 10-24 x 1/4,SHW067,0.31,37 - Hex Set Screw 10-24 x 1/4,TapeTech,brand_alias,0.98
TapeTech,37 - Nylon Washer 7/8 OD x 1/4,SHW-083,1,37 - Nylon Washer 7/8 OD x 1/4,TapeTech,brand_alias,0.98
TapeTech,37 - Pan Head Screw 4-40 x 1/8,808591,0.19,37 - Pan Head Screw 4-40 x 1/8,TapeTech,brand_alias,0.98
TapeTech,38 - 4L6-D Nyliner,SHW053,1.03,38 - 4L6-D Nyliner,TapeTech,brand_alias,0.98
TapeTech,38 - Spring Pin 1/8 x 7/8,SHW015,0.62,38 - Spring Pim 1/8 x 7/8,TapeTech,brand_alias,0.98
TapeTech,39 - 4L4-F Nyliner,SHW054,1.58,39 - 4L4-F Nyliner,TapeTech,brand_alias,0.98
TapeTech,39 - Bind Head Screw 4-40 x 1/4,59037-A,1.4,39 - Bind Head Screw 4-40 x 1/4,TapeTech,brand_alias,0.98
TapeTech,39 - Hex Head Bolt 10-24 x 3/4,FA275,1.4,39 - Hex Head Bolt 10-24 x 3/4,Columbia Tools,exact_sku_in_official_catalog,1.00
TapeTech,39 - Spindle,PCA04176,8.25,39 - Spindle Porter Cable Drywall Sander 7800 Spindle #A04176. This item replaces part number 877737,TapeTech,brand_alias,0.98
TapeTech,4 - Pinch Brake Housing,FFH-20,51.7,4 - Pinch Brake Housing,TapeTech,brand_alias,0.98
TapeTech,"4"" Carbide Blade - 10435",10435-S-A,28.51,"4"" Carbide Blade - 10435 Heavy-duty 4"" Carbide Blade for Tapeworm Drywall Angle Head Corner Finisher from Murco Wall ProductsTapeworm- part # 10435-C* 2 per angle head",TapeTech,brand_alias,0.98
TapeTech,"4-40 Tie Rod for 12"" - 300040",300040F,51.15,"300040 - 4-40 Tie Rod for 12"" Flat Box",TapeTech,brand_alias,0.98
TapeTech,4-40 X 3/4 Fillister Head - 808760,808760,0.19,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,TapeTech,brand_alias,0.98
TapeTech,4-40 X 31/64 Screw - 489022,489022,0.99,"489022 - Screw, 4-40 X 31/64",TapeTech,brand_alias,0.98
TapeTech,4-40 X 5/16 Flat Head Screw - 808645,808645,0.24,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,TapeTech,brand_alias,0.98
TapeTech,4-40 X 5/32 Bind Hd Screw - 059021,059021,1.05,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,TapeTech,brand_alias,0.98
TapeTech,4-40 X 5/8 PAN HEAD - 808731,808731,0.22,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,TapeTech,brand_alias,0.98
TapeTech,4-40x5/16 Nylock Pan Hd Screw - 489020,489020,1.4,4-40x5/16 Nylock Pan Hd Screw - 489020,TapeTech,brand_alias,0.98
TapeTech,40 - Position Lock Pin,FFH-18,6.17,40 - Position Lock Pin,TapeTech,brand_alias,0.98
TapeTech,40 - Tape Runner Short Hub,54075-A2,40.14,40 - Tape Runner Short Hub,TapeTech,brand_alias,0.98
TapeTech,402012 - Ball Retainer,402012,25.94,402012 - Ball Retainer,TapeTech,brand_alias,0.98
TapeTech,402019 - Blade Holder Stop,402019,8.7,402019 - Blade Holder Stop,TapeTech,brand_alias,0.98
TapeTech,"406001 - 2"" Head Casting",406001,289.26,"406001 - 2"" Head Casting",TapeTech,brand_alias,0.98
TapeTech,41 - Spring Pin 5/32 x 7/8,SHW005,1.36,41 - Spring Pin 5/32 x 7/8,TapeTech,brand_alias,0.98
TapeTech,42 - (10579QC) Boss,10579QC,5,42 - (10579QC) Boss,TapeTech,brand_alias,0.98
TapeTech,42 - Dura-Stilt Wing Bolt,DS42,3.67,42 - Dura-Stilt Wing Bolt OEM Dura-Stilt replacement wing bolt.,TapeTech,brand_alias,0.98
TapeTech,42 - Plunger Washer,50204-A,15.88,42 - Plunger Washer,TapeTech,brand_alias,0.98
TapeTech,42 - Spacer,050023F-A2,7.59,42 - Spacer,TapeTech,brand_alias,0.98
TapeTech,"42"" Connector Assembly - 804242",804242,44.3,"804242 - 42"" CONNECTOR ASSEMBLY",TapeTech,brand_alias,0.98
TapeTech,420016 - 2.5in Frame (Right),420016,207.8,420016 2.5in Frame (Right) 420016 2.5in Frame Right for TT42,TapeTech,brand_alias,0.98
TapeTech,426001 - 2.5in Head Casting,426001,112.5,426001 - 2.5in Head Casting 426001 2.5in Head Casting for TT42,TapeTech,brand_alias,0.98
TapeTech,"43 - (PRP568-331) ""O"" Ring",PRP568-331,4.24,"43 - (PRP568-331) ""O"" Ring",TapeTech,brand_alias,0.98
TapeTech,43 - Hex Socket Cap Screw 6-32 x 1/4,889052-A,1.4,43 - Hex Socket Cap Screw 6-32 x 1/4,TapeTech,brand_alias,0.98
TapeTech,44 - Castle Hex Nut,59201-A,11.97,44 - Castle Hex Nut,TapeTech,brand_alias,0.98
TapeTech,44 - Handle Grip,SHW001,6.17,44 - Handle Grip,TapeTech,brand_alias,0.98
TapeTech,45 - Hex Socket Cap Screw 6-32 x 1/2,59091-A,1.05,45 - Hex Socket Cap Screw 6-32 x 1/2,TapeTech,brand_alias,0.98
TapeTech,45 - Nylock Nut 8-32,709027-A3,1.1,45 - Nylock Nut 8-32,TapeTech,brand_alias,0.98
TapeTech,45 - Spacer 1/8,SHW-064,2.3,45 - Spacer 1/8,TapeTech,brand_alias,0.98
TapeTech,"450009 - 3"" Carbide Blade",450009F,35.36,"450009 - 3"" Carbide Blade Drywall Corner Finisher 3 inch Carbide Blade (Measures 3-1/8 inch).",TapeTech,brand_alias,0.98
TapeTech,46 - Brass Washer #10,209042-A2,1.05,46 - Brass Washer #10,TapeTech,brand_alias,0.98
TapeTech,46 - Hex Socket Cap Screw 8-32 x 3/8,SHW-095,0.46,46 - Hex Socket Cap Screw 8-32 x 3/8,TapeTech,brand_alias,0.98
TapeTech,47 - Nylon Tip Set Screw,SHW181,4.75,47 - Nylon Tip Set Screw,TapeTech,brand_alias,0.98
TapeTech,"47.2 - Forward Leg Extrusion (18-30"")",DS47B,28.58,"47.2 - Forward Leg Extrusion 18""-30"" Dura-Stilt Forward Leg Extrusion for 18""-30"" Stilts",TapeTech,brand_alias,0.98
TapeTech,48 - C-Clip 1/4,SHW-002,3.51,48 - C-Clip 1/4,TapeTech,brand_alias,0.98
