Brand,Product Name,SKU,Product Price,Product Description,Matched DTB Brand,DTB Brand Match Method,DTB Brand Match Confidence
TapeTech,"TapeTech 8"" QuickBox QSX Finishing Box",QB08-QSX,174.0,"TapeTech QuickBox QSX 8"" Finishing Box The first finishing box specifically designed to be used with fast-setting joint compounds (hot mud). Combine the speed of same day multi-coat hot mud with ATF flat box consistent finish! The 8” QuickBox™ QSX is the perfect tool for drywallers who prefer to use fast-setting joint compound when embedding the joint tape. The QuickBox™ QSX works with paper tape, fiberglass tape or the new fiber joint tapes. The QuickBox™ QSX can be used for a wide variety of applications - Tape Embed, Nail Spot, Flex Trim Coating, Tight Area, Short Runs, and more. Constructed from advanced space age materials, fast-setting joint compound is easily removed from the finishing box, even hours or days later. The compound literally falls out of the QuickBox™ QSX with a few light taps. QuickBox™ QSX features: A glass-filled polypropylene shell that provides a slick surface with maximum strength and durability. Large wheels to roll easily over any type of gypsum panels Pressure plate that opens completely for easy filling and cleaning. The box can be filled easily with the pump, the compound tube or by hand An optimized blade design that matches the blade with the application, eliminating the need to make adjustments or change crown settings. Tool-free design for ultra-fast blade changes. Works with all TapeTech and major brand finishing box handles, including the Wizard®. Includes two blades",TapeTech,exact_sku_in_official_catalog,1.00
TapeTech,"TapeTech 8"" QuickBox™ QSX Flat Finishing Blades 5pk",QB8003-5,43.5,"TapeTech 8"" QuickBox™ QSX Flat Finishing Blades 5pk TapeTech 8"" QuickBox™ QSX Flat Finishing Blades 5pk",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" Wavy Reciprocating Saw Blade for WoolCut18-R",WC18R-Blade8W,18.99,TapeTech 8″ Dual Edge Reciprocating Saw Blade for WoolCut18-R - WC18R-Blade8W Replacement blades for the TapeTech WOOLCUT18-R are available and sold separately in 8″ and 13″ sizes or as a two-piece set. Both blades offer a dual edge design and plunge cutting tip for starting cuts away from the edges of the material. Features: Dual edge blade for versatility and cutting a variety of materials Pointed tip for plunge cuts when needing to start away from an edge Reversible in the tool for use in either direction for both cutting edges,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" x 14"" EIFSAND Rasp",ESAND0814,32.99,"Perfect for achieving a quality finish to your EIFS walls. The TapeTech hand sanding rasps can be used with pressure-sensitive adhesive (PSA) or with plain backing sandpaper. TapeTech offers three sizes in the range (4"", 6"", & 8""). Both models have an aluminum backing plate for durability on the job.",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" x 14"" Sanding Sheet 12 Grit 15pk",ESANDSHEET12-08,82.99,"TapeTech 8"" x 14"" Sanding Sheet 12 Grit 15pk ESHEET1208 TapeTech rasp sandpaper is designed and manufactured to provide professional results to any job. The products are sold in a 15 pack and are offered in three widths (4"", 6"", & 8"") of 12 grit. The sandpaper has a pressure-sensitive adhesive (PSA) back and provides long lasting performance.",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" x 14"" Tungsten Carbide Claw Rasp",ERASPSERRATED0814,124.0,"TapeTech EIFSand™ Tungsten Carbide EIFS Rasps provide a high removal rate and long life; more than 100 times longer than standard abrasive rasp paper! Their hard and durable tungsten carbide composition removes EPS/XPS Foam quickly and easily. The unique claw design on one side allows the worker to cut foam panels that overhang corners and edges. The rounded corner design prevents gouging and the ergonomic handle design allows the worker to use two hands, reducing hand fatigue.",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" x 14"" Tungsten Carbide Rasp",ERASP0814,116.0,"TapeTech EIFSand™ Tungsten Carbide EIFS Rasps provide a high removal rate and long life; more than 100 times longer than standard abrasive rasp paper! Their hard and durable tungsten carbide composition removes EPS/XPS Foam quickly and easily. The rounded corner design prevents gouging and the ergonomic handle design allows the worker to use two hands, reducing hand fatigue.",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" x 2"" Margin Trowel",VMARG08,15.0,"Ideal for applying and smoothing stucco and EIFS materials in small areas where traditional trowels do not fit. The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon trowels. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" x 3"" Beveled Edge Trowel",VBEV80,46.0,"TapeTech Beveled Edge Venetian Trowel VBEV80 Handcrafted in Italy, TapeTech Beveled Edge Venetian Trowels are the perfect trowel for burnishing plaster to achieve the highest quality finish. The beveled edges polish materials. The super mirror-polished finish makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Perfect For Multiple Applications: Interior & Exterior Venetian Plasters Mineral Plaster Microcement Resin Beton Cire Thick & Thin Materials Burnishing & Polishing Finishing Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 8"" x 3"" (200mm x 80mm)",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" x 3"" BIANKO Trowel",VBI080,107.0,"TapeTech BIANKO Venetian Trowel VBI080 Handcrafted in Italy, TapeTech BIANKO Venetian Trowels feature beveled edges and a patented process to leave NO BLACK MARKS! The Super mirror-polished finish makes application of materials easier and faster. The blades are tempered twice for extra hardness and long life. These blades are highly resistant to scratches for easy clean up. Perfect For Multiple Applications: Interior & Exterior White Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing Finishing Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Thickness: 0.6mm Size: 8"" x 3"" (80mm x 200mm)",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" x 3"" Classic Venetian Trowel",VCLASSIC80,41.0,"TapeTech Classic Venetian Trowel VCLASSIC80 Handcrafted in Italy, TapeTech's Classic Venetian Trowels are the must-have trowels for the professional finisher. Featuring a super mirror-polished finish makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Perfect For Multiple Applications: Interior & Exterior Venetian Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing First Coat and Second Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 8"" x 3"" (200mm x 80mm)",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" x 3"" GODDESS MAXFLEXX Trowel",VMDMFLX08,56.0,"TapeTech GODDESS MAXFLEXX Venetian Trowel VMDMFLX08 Handcrafted in Italy and designed with a narrower profile to comfortably fit smaller hands. The ABS handle support makes this trowel even lighter. These blades are a must for metallic finishes, oxidated effects and other thin finishes. Typical rigid blades drag these materials, making superior results nearly impossible. The MAXFLEXX blade ""caresses"" the wall, moving the grains of the material and creating a chattered effect typical of metallic finishes. These trowels are also ideal for smooth lime putties, acrylic gels and low viscosity materials. Perfect for all professional decorative finishers. Extra flexible 0.3mm mirror polished INOX stainless steel blade. Features: Made in Italy Narrow Design For Better Control Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.3mm Size: 8"" x 3"" (80mm x 200mm)",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8"" x 3"" MAXFLEXX Trowel",VSFLEX80,34.0,"TapeTech 8"" x 3"" MAXFLEXX Venetian Trowel VSFLEX80 Handcrafted in Italy, the TapeTech venetian trowel features a 0.3mm MAXFLEXX blade. These blades are a must for metallic finishes, oxidated effects and other thin finishes. Typical rigid blades drag materials, making superior results nearly impossible. The MAXFLEXX blade ""caresses"" the wall, gently moving grains of the material and creating a chattered effect typical of metallic finishes. These trowels are also ideal for smooth lime putties, acrylic gels and low viscosity materials. Mirror polished INOX stainless steel makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.3mm Size: 8"" x 3"" (200mm x 80mm)",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8""-10"" Trowel Wallet",TTCASE0810TT,11.99,"TapeTech 8"" - 10"" Trowel Wallet TTCASE0810TT The perfect complement to your trowels. The 600D Poly-Cloth with a PVC backing plate provides the right amount of protection for trowels 8"" - 10"" in length. Features: 600D Poly-Cloth PVC Backing Plate Velcro Closure Durable Stitch Pattern For Trowels 8"" - 10"" Length",TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 Acorn Nut 59792,059792,3.09,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 Hex Elastic Stop Nut 059074,059074,0.99,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 Hex Nut 59260,059260,1.17,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 X 1-1/2 Round Hd Screw 059092,059092,0.99,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 x 1-1/4 Round Head Screw 59791,059791,1.29,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 X 1/4 1/2 Dog Setscrew 059084,059084,1.17,"8-32 X 1/4 1/2 Dog Setscrew will fit TapeTech 059084, Drywall Master T-085, Columbia FA258",TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 X 1/4 Fillister Head Slot Screw 059085,059085,0.99,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 X 3/16 Bind Head Screw 729063,729063,1.17,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 X 3/4 Hex Head Screw 59620,059620,1.29,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 x 3/4 Socket Cup Point Setscrew 809004,809004,1.17,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 X 3/8 Bind Head Screw 729064,729064,0.99,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 X 3/8 Cone Point Set Screw 809730,809730,2.37,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 x 3/8 Fillister Head Nyloc 159010,159010,1.49,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 X 5/16 Cup Point Screw 059220,059220,1.12,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8-32 X 5/16"" Modified Screw 149033",149033,1.35,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 X 5/8 SHCS Screw 809724,809724,1.29,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 x 5/8 Skt Flat Head Screw 889717,889717,1.29,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32 X 5/8 Truss Slot Hd Screw 59127,059127,0.99,,TapeTech,brand_alias,0.98
TapeTech,TapeTech 8-32x3/8 Cap Screw 809012,809012,1.17,,TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8.25"" x 2.25"" MAXFLEXX Pointed Japanese Trowel",VSFLEXJPP,38.0,"TapeTech MAXFLEXX Pointed Japanese Trowel VSFLEXJPP Handcrafted in Italy, this TapeTech MAXFLEXX Japanese trowel features a pointed 0.3mm MAXFLEXX blade that won't drag material. Its light weight and compact size is ideal for finishing small areas or extended overhead work. The wood handle features a narrower profile that is comfortable for smaller hands. Perfect control for all professional decorative finishers. Mirror polished INOX stainless steel makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Narrow Grip For Better Control Blade Thickness: 0.3mm Size: 8.25"" x 2.25"" (210mm x 60mm)",TapeTech,brand_alias,0.98
TapeTech,"TapeTech 8.25"" x 2.25"" MAXFLEXX Round Japanese Trowel",VSFLEXJPR,38.0,"TapeTech MAXFLEXX Round Japanese Trowel VSFLEXJPR Handcrafted in Italy, this TapeTech SuperFlex Japanese trowel features a round 0.3mm MAXFLEXX blade that won't drag material. Its light weight and compact size is ideal for finishing small areas or extended overhead work. The wood handle features a narrower profile that is comfortable for smaller hands. Perfect control for all professional decorative finishers. Mirror polished INOX stainless steel makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Narrow Grip For Better Control Blade Thickness: 0.3mm Size: 8.25"" x 2.25"" (210mm x 60mm)",TapeTech,brand_alias,0.98
TapeTech,TapeTech 83 mm Cove Applicator Head CH83TT,CH83TT,144.85,TapeTech 83 mm Cove Applicator Head CH83TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhesion of gypsum cove or cornice. They are designed to work with the most common sizes of Gyprock™,TapeTech,exact_sku_in_official_catalog,1.00
